repo_url,filepath,Creation Date,PR Comment,PR/Issue Number
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-03-15T08:30:46Z,Why are you using 9 words here when you used 12 above?,1863
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-03-15T16:06:44Z,"At first I tried scaling the font size while keeping the figure height constant, which started making the text unreadable after a certain number of words, so I chose 12 as the tipping point for changing the font size. 9 is the actual tipping point where the words start disappearing from the barchart. In case you would like me to support the previous behaviour I could add a parameter `autoscaling=True`?",1863
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-03-18T10:48:49Z,`autoscaling` seems like a good parameter. I want to prevent breaking changes as much as possible. ,1863
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-03-24T07:40:25Z,"Awesome, thanks for your work on this! LGTM. ",1863
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-02-10T19:43:08Z,"Thanks for the PR! I believe there is an issue with HF Hub at the moment. As soon as it's resolved, I'll make sure to merge this PR.",1801
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-02-28T19:41:30Z,Thanks for the PR! Now that the testing pipeline is working again I'll go ahead and merge this. ,1801
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-02-14T09:31:48Z,"Thanks, LGTM! ",1774
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-02-13T21:36:02Z,"I spoke too soon! `merged_model.__dict__` replaces `self.outliers` with 0, so the outliers are never repositioned a couple of lines down.",1804
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-02-13T21:51:22Z,"Maybe it's just best to set `outliers = self._outliers` just before merging on line 3627, then using this on line 3668 instead?

Will also have to set `self._outliers = 1` inside the if statement",1804
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-02-13T22:03:16Z,"I tested this out and it looks good to me

<img width=""643"" alt=""outliers"" src=""https://github.com/MaartenGr/BERTopic/assets/58509816/86fcf5f0-e27f-4564-9886-9aafe4880ba3"">
",1804
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-02-14T07:50:13Z,"Awesome, thanks for checking this out! I just pushed a commit which should finally resolve this issue. If you could do a final check, I can merge this PR. ",1804
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-02-14T09:17:23Z,@timdhu Thanks for the help fixing this issue. Your dedication to finding the underlying cause as well as testing/suggesting the needed changes are greatly appreciated! ,1804
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-02-08T14:25:22Z,Apologies for the late reply and thank you for the PR! A welcome change indeed. ,1740
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-01-16T13:33:26Z,"What do you think about adding a `topics` parameter that allows you to select a subset of topics to visualize? That way, users are not limited by needing to generate between 5 and 60 topics but can freely select whichever topics they want visualized. All other topics would then be shown as -1/outliers/unlabelled I guess. ",1750
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-01-16T13:34:14Z,This throws an error if Figure was not imported from matpotlib if it was not installed. Which is why the testing pipeline failed. ,1750
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-01-16T13:35:31Z,Thanks for adhering to my (somewhat) unconventional method of accessing the plotting capabilities! ,1750
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-01-16T13:37:04Z,"Out of curiosity, why did you set this at a default of 100? Is the default `dpi` not sufficient for these plots?",1750
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-01-16T15:56:49Z,"That's a reasonable option, and I agree that it makes sense. Let me see if I can make that work.",1750
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-01-16T15:58:01Z,"That makes sense; my tests ran locally, but of course matplotlib was installed. I think I can wrap the import in a try accept and have a dummy class for other case.",1750
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-01-16T15:59:44Z,"100 is the default DPI for matplotlib. To keep with ""width x height"" in pixels as input params (following the other plotting methods) it helps if the DPI stays fixed, so I set it to the default.",1750
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-01-16T17:11:59Z,I think I have this working. See [4adc6cb](https://github.com/MaartenGr/BERTopic/pull/1750/commits/4adc6cb8bcf74aa231e77f055d2a7930d7e7801e).,1750
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-01-16T17:12:33Z,This should work now. See [f8104c2](https://github.com/MaartenGr/BERTopic/pull/1750/commits/f8104c202ef57cddfac6f1da287521f316ee9a59).,1750
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-01-20T10:36:58Z,"Amazing, thanks for the hard work, both on the DataMapPlot package as well as this PR. It is merged! In the upcoming weeks, I plan to add it to the official documentation (https://maartengr.github.io/BERTopic/index.html) but I'll have to check the best location for it so it does not get buried in the docs.",1750
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-01-03T10:00:21Z,Thanks for the work! LGTM. ,1719
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2024-01-03T08:41:32Z,"Thanks, LGTM!",1701
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-11-13T18:08:14Z,"Hi Maarten,

I am following up on the use of `seed_words` in `bertopic.vectorizer.ClassTfidfTransformer`. I have a particular interest in refining the handling of seed words and their variants, such as ""budget"" and ""budgeting"".

My query revolves around the potential for regex pattern matching to group similar seed words, avoiding stemming or lemmatization of the original text, which might lead to loss of meaning or contextual ambiguity. Specifically, I am considering the following approaches:

1. **Regex Pattern Matching:** Could regex pattern matching be implemented within `ClassTfidfTransformer` to efficiently group seed words such as ""budget"" and ""budgeting"" without reducing them to their root forms through preprocessing?

2. **Alternative Stemming Method:** As an alternative, what are your thoughts on stemming an extensive list of English words to identify groups that share the same root? This could automate the grouping of similar seed words but may raise concerns regarding practicality and computational efficiency.

3. **Leveraging Synonyms and Antonyms:** Additionally, would integrating external resources like WordNet from NLTK to find synonyms and antonyms be advisable for a broader semantic understanding in BERTopic?

Your expertise and insights on these proposed methods would be greatly appreciated, especially considering the balance between semantic integrity and computational efficiency.

Thank you for your guidance and contributions to this field.

Cheers,
Xule",1572
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-11-14T12:12:18Z,"@linxule Thanks for sharing your use cases and suggestions! 

> I am following up on the use of seed_words in bertopic.vectorizer.ClassTfidfTransformer. I have a particular interest in refining the handling of seed words and their variants, such as ""budget"" and ""budgeting"".
> 
> My query revolves around the potential for regex pattern matching to group similar seed words, avoiding stemming or lemmatization of the original text, which might lead to loss of meaning or contextual ambiguity. 

The way `seed_words` is currently handled is by taking the IDF values and multiplying them by a user-defined value. That way, the user can control the degree to which the `seed_words` impact the resulting topic representations. However,  the `ClassTfidfTransformer` is actually not the one handling the words themselves, merely the bag-of-word representations. As a result, the vocabulary is created through the `CountVectorizer` before passing the bag-of-words, not the vocabulary, to the `ClassTfidfTransformer`. 

In other words, the `ClassTfidfTransformer` does not actually have access as of yet to the vocabulary. Of course, it is possible to give it that but I am not sure whether we should since parsing the vocabulary is the task of the tokenizer not necessarily the weighting mechanism.

Another approach would be to run one of the examples you mentioned yourself on the input data with the `CountVectorizer` and parse the vocabulary before passing it back to a new `CountVectorizer`. It actually has a `vocabulary` parameter, so you could parse it yourself with whatever method suits your use case.

Note that this method allows you to group the vocabulary before passing it to BERTopic. If we were to implement it within `ClassTfidfTransformer`, it would have to be re-calculated each time you run BERTopic.

Having said that, let me briefly go through the examples you mentioned.

> Regex Pattern Matching: Could regex pattern matching be implemented within ClassTfidfTransformer to efficiently group seed words such as ""budget"" and ""budgeting"" without reducing them to their root forms through preprocessing?

As mentioned above, I am not sure it should be implemented within `ClassTfidfTransformer` but for the sake of simplicity let's assume it could be. Using regex on potentially millions of tokens is quite the task and something that can take quite a while. Therefore, doing this before running BERTopic would be preferred. 

> Alternative Stemming Method: As an alternative, what are your thoughts on stemming an extensive list of English words to identify groups that share the same root? This could automate the grouping of similar seed words but may raise concerns regarding practicality and computational efficiency.

Note that whatever method you choose, you are likely still parsing a large vocabulary which could be feasible if you select a subset of that vocabulary, for instance by choosing words that only appear at least *n* times. Stemming is a great option but since the stemmed words are semantically similar, using something like [MaximalMarginalRelevance](https://maartengr.github.io/BERTopic/getting_started/representation/representation.html#maximalmarginalrelevance) seems more appropriate to reduce words with similar meaning.

> Leveraging Synonyms and Antonyms: Additionally, would integrating external resources like WordNet from NLTK to find synonyms and antonyms be advisable for a broader semantic understanding in BERTopic?

This does not have a yes or no answer and depends highly on your use case but external resources could indeed help finding synonyms and antonyms. However, as mentioned above, removing similar words seems like a job for [MaximalMarginalRelevance](https://maartengr.github.io/BERTopic/getting_started/representation/representation.html#maximalmarginalrelevance). 

All in all, I would advise doing this grouping first and then supplying the grouped words to the `vocabulary` parameter in the `CountVectorizer`. That seems the most efficient route.",1572
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-11-20T07:12:25Z,"Thanks, LGTM!",1637
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-10-30T14:07:06Z,"Thanks, LGTM!",1590
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-10-30T14:09:38Z,I just wanted to merge it but it gave an error that a new commit was pushed. Are there any other upcoming changes or can I go ahead and merge this?,1590
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-10-30T14:12:14Z,"> I just wanted to merge it but it gave an error that a new commit was pushed. Are there any other upcoming changes or can I go ahead and merge this?

Oops, sorry! There are no new changes. I just merged the new `master` into this branch.",1590
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-11-01T07:26:37Z,"No problem, thanks for the PR! ",1590
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-09-05T07:26:31Z,Thanks! LGTM 😄 ,1501
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-08-30T08:15:47Z,It took a while to check but I believe this should not negatively affect topic assignment throughout the attributes I test. Thanks for the PR! ,1466
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-06-30T10:29:11Z,"@MaartenGr could you please rerun the code checks? I guess I don't have the permissions and it seems the failure is unrelated to this code change.

Thanks,
Daniel",1380
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-08-07T12:20:30Z,"Sorry that it took a while, LGTM!",1380
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-06-09T04:59:57Z,"Thanks for this PR! Could you make sure to cast `y` as a numpy only if `y` is not None? I believe that since this differs quite a bit from the fix in the issue you mention, it will also affect many other techniques, like (semi-)supervised, guided, and non-y topic modeling. So something like:

```python
y = np.array(y) if y is not None else None
self.umap_model.fit(embeddings, y=y)
```

Or, we could just use the example as used in the issue you refer. That way, processing of `y` is contained to a single function only where it is relevant. ",1326
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-06-09T13:06:58Z,"So I fixed it in my fork before I saw that discussion, and my thoughts were, _reduce_dimensionality accepts 
`y: Union[List[int], np.ndarray] = None` 
so if it's acceptable to pass a list here, then forcing y to an array should occur here. But I just started using this package so I don't know how everything is connected. If you think it's better to move it, let me know.

It passed all tests before I submitted, so I'll see if I can add a test for None here. I didn't actually look to see what tests already exist.",1326
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-07-11T08:01:00Z,"Apologies for the late reply. LGTM, thanks! ",1326
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-06-27T06:41:14Z,LGTM! Thanks the for PR. ,1364
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-06-01T09:28:45Z,Thanks! ,1307
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-05-07T16:54:30Z,"```suggestion
            repr_doc_indices: Ordered indices of representative documents
```",1232
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-05-07T16:54:53Z,"```suggestion
        batch_size: The size of image batches to pass
```",1232
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-05-07T17:27:43Z,"Thanks for the feedback! This is still all a work-in-progress and is likely to change significantly, especially when new features come in, but I'll make sure to change it accordingly if it is still there after a few commits! ",1232
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-05-07T17:27:54Z,See above 😄 ,1232
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-11-24T14:45:15Z,"Hi! I am using Multimodal model and want to sent my own ebeddings to speed up the model; while the error persists: 

**Token indices sequence length is longer than the specified maximum sequence length for this model (78 > 77). Running this sequence through the model will result in indexing errors**

I searched and found that It may be due to the restriction of the model. Do you know how to solve it? Thanks~~

My code: 

`model = MultiModalBackend('clip-ViT-B-32', batch_size=32)
`
`embeddings = model.embed(docs, images)`

",1232
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-11-26T05:13:00Z,"@Steven-1124 That is a result of the context length of the embedding model. If it is trained on a number of tokens, then it will not accept longer documents and truncation of the documents might be needed. ",1232
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-04-27T19:37:08Z,"For this, it might be worth exploring https://huggingface.co/docs/huggingface_hub/guides/model-cards at some point. There are a few possible enhancements we could make there:

- Trying to autogenerate some parts of the model card (for example, the Transformers Trainer API adds hyperparameters to a model card https://huggingface.co/biglam/detr-resnet-50_fine_tuned_nls_chapbooks#training-hyperparameters. I could imagine that things like the number of topics, number of training docs etc., could all be of interest. 

- Creating a template model card, i.e. something like (https://github.com/huggingface/huggingface_hub/blob/main/src/huggingface_hub/templates/modelcard_template.md). This can be helpful as a starting point for a model card structure even if most sections are not completed. 

I think this can all come later, and happy to help with this part if you think it might interest you. ",1205
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-04-27T20:13:13Z,"Would it be worth doing this check inside the save function? For the user who is running in Colab or another notebook environment, they might hit the assertion error about safetensors when they try and save a model, but since the import check is done earlier, they would need to reload the module even after they pip install safetensors.  ",1205
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-04-28T09:33:37Z,"Oh nice, that's perfect! That would make the process rather straightforward. Just to be sure I got this correctly. I would only need to:
* Create a template
* Create a model card from that template
* Extract the text from the model card
* and finally write that to `.md` the same way I did before. 

I want to make sure that when I run `upload_folder`, the model card is not a separate commit. 

All in all, I do not think it would be too much work, so I think I will simply add it to this PR. That way, there is little left for saving/loading a BERTopic model. ",1205
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-04-28T09:34:26Z,"Thanks, will definitely do this. It is indeed something users will run into since `safetensors` is not (yet) part of the transformers base requirements. ",1205
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-04-28T12:42:54Z,"Ah, it seems that to use `.from_template` an installation of `Jinja2` is a requirement whilst it is not a requirement of BERTopic.  Instead, I will likely use f-strings, albeit a bit hackier, to generate the template. ",1205
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-05-02T09:17:14Z,"> Ah, it seems that to use .from_template an installation of Jinja2 is a requirement whilst it is not a requirement of BERTopic. Instead, I will likely use f-strings, albeit a bit hackier, to generate the template.

Sorry for the slow reply, yes I think in this case to avoid a dependency f-strings probably make the most sense. Let me know if you need any help/input with this. ",1205
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-05-02T17:38:32Z,"Great, I finished up the last changes. I am currently working on support for both multi-modal (cluster images and/or text) and multi-aspect topic modeling (multiple representations simultaneously, keywords, summaries, sentiment, etc.). I intend to also save those aspects but since they are mostly just values/text that can be put in the `topics.json`, that process should be straightforward. 

So I believe the best thing to do may be to merge this PR and then continue with the multi-modal/multi-aspect topic modeling before slightly updating the saving procedure. ",1205
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-05-03T12:23:51Z,"That sounds awesome! Super cool to be adding multi-modal support for this (it gives me a few more use cases to use this!!). 

Let me know if you want me to review any of these changes or input anywhere else. ",1205
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-05-04T07:13:34Z,"I'll go ahead and merge this now so that I can continue with the multi-modal support

> Let me know if you want me to review any of these changes or input anywhere else.

Great, thanks! Most likely, I will ping you when I start saving the multi-modal model as I am not quite sure what the best way to save those images is, but I will let you know by then when I have something you can look at. ",1205
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-05-04T08:31:54Z,"Thanks, @MaartenGr, and really excited about all of this work! ",1205
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-05-10T17:33:43Z,This is an awesome addition. I was able to create and save a model on a linux distro and then load successfully on windows. Great work!!!!,1205
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-05-13T07:52:21Z,@vantubbe Thanks! Glad to hear that it is a worthwhile feature to add. There are going to be a few more changes with respect to multi-modal and multi-aspect topic modeling before this is fully integrated in the HF Hub but hopefully it will only take a couple of weeks. ,1205
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-04-12T05:31:16Z,"```suggestion
                            ""shape (n*(n-1)/2,)."")
```

Could you remove additional whitespaces? ",1173
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-04-12T05:33:07Z,I think these two if statements can be captured in a single statement since the last ValueError essentially also states that the distance matrix should be square.,1173
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-04-12T05:33:52Z,"```suggestion
        raise ValueError(""The distance matrix must be either a 1-D condensed ""
                         ""distance matrix of shape (n*(n-1)/2,) or a ""
                         ""2-D square distance matrix of shape (n, n).""
                         ""where n is the number of documents.""
                         ""Got a distance matrix of shape %s"" % str(s))
```

Could you remove whitespace?",1173
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-04-12T05:34:42Z,"```suggestion
from bertopic._utils import validate_distance_matrix
```
Please import it as above. ",1173
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-04-12T05:35:12Z,"```suggestion
        if s[0] != s[1]:
            raise ValueError(""The distance matrix must be square."")
        # check it has correct size
        if s[0] != n_samples:
            raise ValueError(""The distance matrix must be of shape ""
                             ""(n, n) where n is the number of documents."")
```
Whitespaces",1173
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-04-12T05:36:24Z,I am not sure whether this is necessary as this issue is handled and raised within `Scipy` already. Perhaps remove? ,1173
github.com/MaartenGr/BERTopic,bertopic/_bertopic.py,2023-04-13T18:54:35Z,"the `squareform` from SciPy doesn't raise error if the entries are non-negative. 

```
X = np.array([1, -2, 3,])
squareform(X)
```
Output: 
```
array([[ 0,  1, -2],
       [ 1,  0,  3],
       [-2,  3,  0]])
```",1173
